0,[0, 12, 6],[0, 0, 6],[150, 188, 131]
1,[12, 6, 12],[0, 6, 12],[140, 124, 126]
2,[0, 12, 6],[12, 12, 18],[221, 152, 177]
3,[12, 6, 12],[12, 18, 24],[143, 131, 124]
4,[0, 12, 6],[24, 24, 31],[159, 113, 166]
5,[12, 6, 12],[24, 31, 37],[134, 126, 121]
6,[0, 12, 6],[37, 37, 43],[218, 229, 185]
7,[12, 6, 12],[37, 43, 49],[49, 170, 193]
8,[0, 12, 6],[49, 49, 55],[183, 211, 169]
9,[12, 6, 12],[49, 55, 62],[131, 119, 144]
10,[0, 12, 6],[62, 62, 68],[229, 221, 215]
11,[12, 6, 12],[61, 68, 74],[66, 71, 128]
12,[0, 12, 6],[74, 74, 80],[197, 179, 173]
13,[12, 6, 12],[74, 80, 86],[151, 123, 108]
14,[0, 12, 6],[86, 86, 92],[65, 120, 128]
15,[12, 6, 12],[86, 93, 99],[152, 86, 112]
16,[0, 12, 6],[99, 99, 105],[222, 210, 176]
17,[12, 6, 12],[99, 105, 111],[203, 187, 156]
18,[0, 12, 6],[111, 111, 117],[244, 226, 175]
19,[12, 6, 12],[111, 117, 123],[227, 184, 108]
20,[0, 12, 6],[124, 124, 130],[218, 127, 85]
21,[12, 6, 12],[124, 130, 136],[186, 74, 73]
22,[0, 12, 6],[136, 136, 142],[189, 70, 127]
23,[12, 6, 12],[136, 142, 148],[215, 57, 48]
24,[0, 12, 6],[148, 148, 154],[187, 47, 54]
25,[12, 6, 12],[148, 155, 161],[185, 163, 151]
26,[0, 12, 6],[161, 161, 167],[230, 218, 175]
27,[12, 6, 12],[161, 167, 173],[203, 171, 130]
28,[0, 12, 6],[173, 173, 179],[244, 218, 168]
29,[12, 6, 12],[173, 179, 185],[246, 223, 119]
30,[0, 12, 6],[186, 186, 192],[205, 147, 92]
31,[12, 6, 12],[186, 192, 198],[231, 195, 154]
32,[0, 12, 6],[198, 198, 204],[241, 196, 209]
33,[12, 6, 12],[198, 204, 210],[221, 120, 108]
34,[0, 12, 6],[210, 210, 216],[182, 67, 97]
35,[12, 6, 12],[210, 217, 223],[203, 100, 83]
36,[0, 12, 6],[223, 223, 229],[211, 56, 78]
37,[12, 6, 12],[223, 229, 235],[221, 108, 109]
38,[0, 12, 6],[235, 235, 241],[206, 73, 101]
39,[12, 6, 12],[235, 241, 247],[171, 53, 76]
40,[0, 12, 6],[248, 248, 254],[179, 34, 48]
41,[12, 6, 12],[248, 254, 260],[179, 34, 48]
42,[0, 12, 6],[260, 260, 266],[198, 34, 47]
43,[12, 6, 12],[260, 266, 272],[179, 34, 48]
44,[0, 12, 6],[272, 272, 279],[46, 75, 137]
45,[12, 6, 12],[272, 279, 285],[173, 38, 46]
46,[0, 12, 6],[285, 285, 291],[177, 52, 79]
47,[12, 6, 12],[285, 291, 297],[107, 89, 118]
48,[0, 12, 6],[297, 297, 303],[211, 56, 78]
49,[12, 6, 12],[297, 303, 310],[173, 38, 46]
50,[0, 12, 6],[310, 310, 316],[198, 34, 47]
51,[12, 6, 12],[309, 316, 322],[171, 36, 63]
52,[0, 12, 6],[322, 322, 328],[153, 45, 90]
53,[0, 6, 0],[0, -6, -12],[222, 226, 225]
54,[0, 6, 12],[12, 6, 12],[124, 175, 111]
55,[0, 6, 0],[12, 6, 0],[133, 115, 85]
56,[0, 6, 12],[24, 18, 24],[158, 134, 101]
57,[0, 6, 0],[24, 18, 12],[68, 72, 77]
58,[0, 6, 12],[37, 31, 37],[84, 92, 100]
59,[0, 6, 0],[37, 30, 24],[116, 107, 91]
60,[0, 6, 12],[49, 43, 49],[148, 131, 103]
61,[0, 6, 0],[49, 43, 37],[62, 69, 109]
62,[0, 6, 12],[62, 55, 62],[106, 101, 91]
63,[0, 6, 0],[62, 55, 49],[133, 115, 85]
64,[0, 6, 12],[74, 68, 74],[162, 49, 56]
65,[0, 6, 0],[74, 68, 61],[90, 74, 65]
66,[0, 6, 12],[86, 80, 86],[160, 125, 106]
67,[0, 6, 0],[86, 80, 74],[152, 149, 81]
68,[0, 6, 12],[99, 93, 99],[188, 151, 84]
69,[0, 6, 0],[99, 93, 86],[101, 83, 62]
70,[0, 6, 12],[111, 105, 111],[199, 171, 88]
71,[0, 6, 0],[111, 105, 99],[126, 190, 43]
72,[0, 6, 12],[123, 117, 123],[242, 210, 112]
73,[0, 6, 0],[124, 117, 111],[164, 135, 48]
74,[0, 6, 12],[136, 130, 136],[92, 56, 51]
75,[0, 6, 0],[136, 130, 123],[137, 93, 80]
76,[0, 6, 12],[148, 142, 148],[65, 62, 112]
77,[0, 6, 0],[148, 142, 136],[145, 51, 52]
78,[0, 6, 12],[161, 155, 161],[189, 187, 64]
79,[0, 6, 0],[161, 155, 148],[129, 97, 65]
80,[0, 6, 12],[173, 167, 173],[169, 182, 17]
81,[0, 6, 0],[173, 167, 161],[136, 110, 75]
82,[0, 6, 12],[185, 179, 185],[209, 167, 87]
83,[0, 6, 0],[186, 179, 173],[144, 114, 61]
84,[0, 6, 12],[198, 192, 198],[203, 100, 83]
85,[0, 6, 0],[198, 192, 186],[162, 127, 61]
86,[0, 6, 12],[210, 204, 210],[96, 61, 63]
