0,[0, 18, 9],[0, 0, 9],[125, 167, 106]
1,[18, 9, 18],[0, 9, 18],[145, 132, 121]
2,[0, 18, 9],[18, 18, 27],[84, 164, 147]
3,[18, 9, 18],[18, 27, 36],[174, 169, 151]
4,[0, 18, 9],[36, 36, 45],[137, 120, 126]
5,[18, 9, 18],[36, 45, 54],[69, 169, 80]
6,[0, 18, 9],[54, 54, 63],[60, 116, 142]
7,[18, 9, 18],[54, 63, 72],[36, 127, 157]
8,[0, 18, 9],[72, 72, 81],[231, 233, 179]
9,[18, 9, 18],[72, 81, 90],[170, 176, 151]
10,[0, 18, 9],[90, 90, 99],[117, 101, 151]
11,[18, 9, 18],[90, 99, 108],[156, 55, 103]
12,[0, 18, 9],[108, 108, 117],[199, 181, 170]
13,[18, 9, 18],[108, 117, 126],[162, 110, 118]
14,[0, 18, 9],[126, 126, 135],[190, 213, 174]
15,[18, 9, 18],[126, 135, 144],[177, 176, 151]
16,[0, 18, 9],[144, 144, 153],[200, 122, 148]
17,[18, 9, 18],[144, 153, 162],[208, 150, 130]
18,[0, 18, 9],[162, 162, 171],[235, 231, 177]
19,[18, 9, 18],[162, 171, 180],[214, 159, 103]
20,[0, 18, 9],[180, 180, 189],[187, 110, 104]
21,[18, 9, 18],[180, 189, 198],[215, 57, 48]
22,[0, 18, 9],[198, 198, 207],[187, 47, 54]
23,[18, 9, 18],[198, 207, 216],[181, 47, 43]
24,[0, 18, 9],[216, 216, 225],[234, 152, 128]
25,[18, 9, 18],[216, 225, 234],[221, 200, 139]
26,[0, 18, 9],[234, 234, 243],[196, 166, 152]
27,[18, 9, 18],[234, 243, 252],[208, 150, 130]
28,[0, 18, 9],[252, 252, 261],[230, 218, 175]
29,[18, 9, 18],[252, 261, 270],[231, 195, 154]
30,[0, 18, 9],[270, 270, 279],[222, 184, 181]
31,[18, 9, 18],[270, 279, 288],[229, 152, 110]
32,[0, 18, 9],[288, 288, 297],[177, 52, 79]
33,[18, 9, 18],[288, 297, 306],[182, 67, 64]
34,[0, 18, 9],[306, 306, 315],[233, 115, 132]
35,[18, 9, 18],[306, 315, 324],[221, 108, 109]
36,[0, 18, 9],[324, 324, 333],[215, 57, 48]
37,[18, 9, 18],[324, 333, 342],[169, 51, 49]
38,[0, 18, 9],[342, 342, 351],[171, 53, 76]
39,[18, 9, 18],[342, 351, 360],[179, 34, 48]
40,[0, 18, 9],[360, 360, 369],[198, 34, 47]
41,[18, 9, 18],[360, 369, 378],[47, 70, 113]
42,[0, 18, 9],[378, 378, 387],[173, 38, 46]
43,[18, 9, 18],[378, 387, 396],[179, 34, 48]
44,[0, 18, 9],[396, 396, 405],[187, 47, 54]
45,[18, 9, 18],[396, 405, 414],[47, 70, 113]
46,[0, 18, 9],[414, 414, 423],[128, 48, 82]
47,[18, 9, 18],[414, 423, 432],[96, 54, 94]
48,[0, 18, 9],[432, 432, 441],[179, 34, 48]
49,[18, 9, 18],[432, 441, 450],[62, 58, 90]
50,[0, 18, 9],[450, 450, 459],[171, 36, 63]
51,[18, 9, 18],[450, 459, 468],[173, 38, 46]
52,[0, 0, 0],[0, 0, 0],[218, 220, 230]
53,[0, 9, 0],[0, -9, -18],[232, 224, 212]
54,[0, 9, 18],[18, 9, 18],[126, 135, 105]
55,[0, 9, 0],[18, 9, 0],[148, 126, 99]
56,[0, 9, 18],[36, 27, 36],[138, 136, 118]
57,[0, 9, 0],[36, 27, 18],[48, 103, 66]
58,[0, 9, 18],[54, 45, 54],[76, 94, 97]
59,[0, 9, 0],[54, 45, 36],[125, 115, 89]
60,[0, 9, 18],[72, 63, 72],[154, 144, 116]
61,[0, 9, 0],[72, 63, 54],[70, 86, 73]
62,[0, 9, 18],[90, 81, 90],[99, 101, 98]
63,[0, 9, 0],[90, 81, 72],[124, 101, 75]
64,[0, 9, 18],[108, 99, 108],[138, 82, 94]
65,[0, 9, 0],[108, 99, 90],[85, 72, 54]
66,[0, 9, 18],[126, 117, 126],[138, 57, 65]
67,[0, 9, 0],[126, 117, 108],[158, 134, 101]
68,[0, 9, 18],[144, 135, 144],[185, 147, 101]
69,[0, 9, 0],[144, 135, 126],[93, 76, 61]
70,[0, 9, 18],[162, 153, 162],[199, 171, 88]
71,[0, 9, 0],[162, 153, 144],[189, 194, 42]
72,[0, 9, 18],[180, 171, 180],[218, 181, 107]
73,[0, 9, 0],[180, 171, 162],[188, 151, 84]
74,[0, 9, 18],[198, 189, 198],[102, 50, 61]
75,[0, 9, 0],[198, 189, 180],[138, 57, 65]
76,[0, 9, 18],[216, 207, 216],[102, 50, 61]
77,[0, 9, 0],[216, 207, 198],[145, 51, 52]
78,[0, 9, 18],[234, 225, 234],[201, 163, 91]
79,[0, 9, 0],[234, 225, 216],[158, 130, 91]
80,[0, 9, 18],[252, 243, 252],[169, 182, 17]
81,[0, 9, 0],[252, 243, 234],[151, 133, 60]
82,[0, 9, 18],[270, 261, 270],[212, 180, 119]
83,[0, 9, 0],[270, 261, 252],[149, 118, 85]
84,[0, 9, 18],[288, 279, 288],[189, 98, 58]
85,[0, 9, 0],[288, 279, 270],[144, 114, 61]
86,[0, 9, 18],[306, 297, 306],[165, 56, 48]
87,[0, 9, 0],[306, 297, 288],[104, 67, 51]
88,[0, 9, 18],[324, 315, 324],[165, 56, 48]
89,[0, 9, 0],[324, 315, 306],[94, 57, 47]
90,[0, 9, 18],[342, 333, 342],[103, 76, 58]
91,[0, 9, 0],[342, 333, 324],[90, 57, 43]
92,[0, 9, 18],[360, 351, 360],[51, 50, 50]
93,[0, 9, 0],[360, 351, 342],[81, 58, 45]
94,[0, 9, 18],[378, 369, 378],[48, 46, 47]
95,[0, 9, 0],[378, 369, 360],[51, 50, 50]
96,[0, 9, 18],[396, 387, 396],[59, 55, 62]
97,[0, 9, 0],[396, 387, 378],[59, 55, 60]
98,[0, 9, 18],[414, 405, 414],[92, 56, 51]
99,[0, 9, 0],[414, 405, 396],[50, 54, 57]
100,[0, 9, 18],[432, 423, 432],[59, 55, 60]
101,[0, 9, 0],[432, 423, 414],[52, 49, 54]
102,[0, 9, 18],[450, 441, 450],[59, 55, 62]
103,[0, 9, 0],[450, 441, 432],[45, 45, 46]
104,[0, 9, 18],[468, 459, 468],[156, 55, 103]
105,[0, 9, 0],[468, 459, 450],[64, 51, 46]
106,[18, 36, 27],[0, 0, 9],[150, 188, 131]
107,[36, 27, 36],[0, 9, 18],[150, 197, 135]
108,[18, 36, 27],[18, 18, 27],[177, 205, 171]
109,[36, 27, 36],[18, 27, 36],[161, 184, 141]
110,[18, 36, 27],[36, 36, 45],[195, 211, 178]
111,[36, 27, 36],[36, 45, 54],[175, 162, 154]
112,[18, 36, 27],[54, 54, 63],[107, 79, 133]
113,[36, 27, 36],[54, 63, 72],[162, 110, 118]
114,[18, 36, 27],[72, 72, 81],[156, 55, 103]
115,[36, 27, 36],[72, 81, 90],[162, 49, 56]
116,[18, 36, 27],[90, 90, 99],[48, 116, 137]
117,[36, 27, 36],[90, 99, 108],[132, 99, 151]
