0,[0, 12, 6],[0, 0, 6],[218, 227, 224]
1,[12, 6, 12],[0, 6, 12],[241, 154, 171]
2,[0, 12, 6],[12, 12, 18],[224, 141, 76]
3,[12, 6, 12],[12, 18, 24],[112, 50, 78]
4,[0, 12, 6],[24, 24, 31],[202, 124, 57]
5,[12, 6, 12],[24, 31, 37],[181, 129, 53]
6,[0, 12, 6],[37, 37, 43],[221, 198, 219]
7,[12, 6, 12],[37, 43, 49],[31, 154, 165]
8,[0, 12, 6],[49, 49, 55],[213, 195, 190]
9,[12, 6, 12],[49, 55, 62],[111, 98, 95]
10,[0, 12, 6],[62, 62, 68],[244, 233, 188]
11,[12, 6, 12],[61, 68, 74],[144, 132, 109]
12,[0, 12, 6],[74, 74, 80],[231, 222, 206]
13,[12, 6, 12],[74, 80, 86],[225, 223, 140]
14,[0, 12, 6],[86, 86, 92],[111, 104, 100]
15,[12, 6, 12],[86, 93, 99],[104, 74, 42]
16,[0, 12, 6],[99, 99, 105],[193, 178, 213]
17,[12, 6, 12],[99, 105, 111],[103, 76, 58]
18,[0, 12, 6],[111, 111, 117],[205, 215, 226]
19,[12, 6, 12],[111, 117, 123],[213, 195, 190]
20,[0, 12, 6],[124, 124, 130],[201, 94, 66]
21,[12, 6, 12],[124, 130, 136],[47, 51, 56]
22,[0, 12, 6],[136, 136, 142],[82, 63, 110]
23,[12, 6, 12],[136, 142, 148],[171, 36, 63]
24,[0, 12, 6],[148, 148, 154],[229, 111, 56]
25,[12, 6, 12],[148, 155, 161],[229, 203, 96]
26,[0, 12, 6],[161, 161, 167],[230, 218, 175]
27,[12, 6, 12],[161, 167, 173],[243, 222, 135]
28,[0, 12, 6],[173, 173, 179],[212, 122, 52]
29,[12, 6, 12],[173, 179, 185],[222, 184, 181]
30,[0, 12, 6],[186, 186, 192],[111, 101, 89]
31,[12, 6, 12],[186, 192, 198],[248, 178, 34]
32,[0, 12, 6],[198, 198, 204],[164, 154, 171]
33,[12, 6, 12],[198, 204, 210],[138, 57, 65]
34,[0, 12, 6],[210, 210, 216],[228, 182, 115]
35,[12, 6, 12],[210, 217, 223],[194, 71, 92]
36,[0, 12, 6],[223, 223, 229],[100, 110, 121]
37,[12, 6, 12],[223, 229, 235],[186, 165, 135]
38,[0, 12, 6],[235, 235, 241],[203, 184, 162]
39,[12, 6, 12],[235, 241, 247],[100, 108, 78]
40,[0, 12, 6],[248, 248, 254],[234, 223, 201]
41,[12, 6, 12],[248, 254, 260],[106, 175, 216]
42,[0, 12, 6],[260, 260, 266],[0, 101, 171]
43,[12, 6, 12],[260, 266, 272],[0, 106, 132]
44,[0, 12, 6],[272, 272, 279],[41, 125, 147]
45,[12, 6, 12],[272, 279, 285],[225, 233, 230]
46,[0, 12, 6],[285, 285, 291],[196, 178, 160]
47,[12, 6, 12],[285, 291, 297],[79, 86, 60]
48,[0, 12, 6],[297, 297, 303],[210, 205, 194]
49,[12, 6, 12],[297, 303, 310],[79, 66, 71]
50,[0, 12, 6],[310, 310, 316],[196, 166, 152]
51,[12, 6, 12],[309, 316, 322],[241, 154, 171]
52,[0, 12, 6],[322, 322, 328],[233, 115, 132]
53,[0, 6, 0],[0, -6, -12],[137, 179, 193]
54,[0, 6, 12],[12, 6, 12],[208, 206, 192]
55,[0, 6, 0],[12, 6, 0],[148, 126, 99]
56,[0, 6, 12],[24, 18, 24],[71, 76, 66]
57,[0, 6, 0],[24, 18, 12],[0, 117, 139]
58,[0, 6, 12],[37, 31, 37],[142, 195, 16]
59,[0, 6, 0],[37, 30, 24],[30, 70, 116]
60,[0, 6, 12],[49, 43, 49],[151, 169, 177]
61,[0, 6, 0],[49, 43, 37],[0, 93, 146]
62,[0, 6, 12],[62, 55, 62],[71, 76, 66]
63,[0, 6, 0],[62, 55, 49],[80, 118, 62]
64,[0, 6, 12],[74, 68, 74],[92, 99, 48]
65,[0, 6, 0],[74, 68, 61],[0, 107, 85]
66,[0, 6, 12],[86, 80, 86],[164, 135, 48]
67,[0, 6, 0],[86, 80, 74],[191, 174, 140]
68,[0, 6, 12],[99, 93, 99],[241, 236, 198]
69,[0, 6, 0],[99, 93, 86],[199, 104, 52]
70,[0, 6, 12],[111, 105, 111],[230, 226, 217]
71,[0, 6, 0],[111, 105, 99],[180, 174, 104]
72,[0, 6, 12],[123, 117, 123],[236, 235, 214]
73,[0, 6, 0],[124, 117, 111],[80, 118, 62]
74,[0, 6, 12],[136, 130, 136],[181, 47, 43]
75,[0, 6, 0],[136, 130, 123],[134, 126, 121]
76,[0, 6, 12],[148, 142, 148],[200, 153, 66]
77,[0, 6, 0],[148, 142, 136],[94, 92, 75]
78,[0, 6, 12],[161, 155, 161],[120, 116, 110]
79,[0, 6, 0],[161, 155, 148],[154, 70, 80]
80,[0, 6, 12],[173, 167, 173],[83, 173, 132]
